Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp
1187,1.923057372,6.736463153,1.356884742,76.52459631,78.45968302
746,2.16039818,3.873581983,0.944222459,74.63477401,83.26745448
1162,3.795060323,1.251698611,1.790639704,78.67913588,69.04093491
539,4.618324005,6.70136373,2.678969882,77.85173889,81.94960258
441,5.030587746,11.56432139,5.94233657,76.75698981,66.50928203
896,2.726267962,4.944197668,3.175727915,79.49372264,83.05596757
417,1.018519723,6.510913475,1.028583658,76.11110622,69.46796094
547,2.258771053,6.162557782,2.648198292,83.8853336,76.17060178
775,2.594746118,7.77904045,1.857056044,75.04645877,69.93860079
687,3.644117127,7.678730165,3.373525215,82.75098217,74.96335689
512,4.40164054,5.060681844,2.088040003,76.25523985,71.78514863
880,2.990929697,7.762247853,1.817568945,75.96923066,80.53392412
697,2.808280771,11.47844196,1.826323401,76.95501545,82.29026842
969,3.089365822,4.791322389,1.47568253,77.74857041,71.37663477
833,2.893360434,6.297551405,2.37144078,82.33641952,73.32041399
644,2.361452977,7.39239649,1.583771432,77.69768209,88.55542809
667,2.576066826,4.503984938,1.813628514,80.69713523,81.48223643
886,5.090358442,5.627107178,1.935982588,84.8497576,86.32416854
836,2.257908521,7.954665127,0.906471298,76.98901941,81.27715764
672,4.856662044,4.163658342,2.311244795,76.01928875,78.8896515
559,5.031652915,4.134559295,1.94244883,77.92144825,71.33504762
782,2.813561872,4.541866916,2.901841906,78.55301616,72.34577839
476,2.649686496,4.161548847,1.703112786,78.77338777,75.59906801
662,3.030826504,4.475573341,1.72290076,77.75151952,73.39735005
996,4.08779172,5.270020303,2.83699313,77.56485109,89.11728103
441,1.758548087,8.837164105,3.711052121,77.78630377,85.7343793
1357,3.313075073,7.496034679,3.082932515,73.91445089,79.48817891
423,2.4343859,4.417115428,1.208349625,78.96838806,82.21695928
670,2.683506028,5.221997572,3.218292328,83.57829794,81.9683981
800,3.26114114,3.220847434,3.427352736,75.61549869,78.86483818
564,3.785006011,5.30742772,1.521325193,77.03311945,90.15352136
663,1.762984054,18.20161034,2.740393276,80.24413425,75.57860099
1670,3.833431654,6.503344844,2.539225124,77.17608656,81.97410078
459,5.29446947,11.04506405,2.043475243,82.51987864,86.25193389
1108,5.005406722,17.33376133,1.981089808,78.15783503,73.56889718
750,2.005340276,5.170349685,1.74075614,77.8345621,77.27299324
718,2.191966788,6.995041887,5.062812806,76.76250123,75.89905203
430,4.495505889,12.87556147,1.435589213,76.02259506,85.10806735
825,2.534809838,4.373351919,1.433452632,79.18062775,75.07735207
638,2.67353768,5.646209739,1.839838082,77.74907066,86.24799894
589,4.478804848,6.929054099,1.502879022,77.24704871,65.3644981
656,3.996315671,6.159950405,1.840356193,80.98567573,77.55843315
571,2.889738568,4.035903693,2.200626196,76.69247453,73.35727505
779,4.192865351,9.923987128,1.748082379,75.12843976,70.22920585
653,3.171879186,5.959312443,1.496665694,76.01665421,80.28062079
700,2.341413079,5.581902403,1.24071966,77.26642793,80.79461039
739,2.873901297,4.155613181,2.496275862,78.65412087,86.87118391
939,3.889374671,7.727791837,2.763929115,83.54195556,85.66732186
1020,3.06092241,4.794756243,1.550775787,76.23088004,74.82783675
549,2.929696733,3.826892433,1.977592336,76.90256356,74.91295047
1437,2.498184146,8.959614849,2.598074289,77.93916058,81.01707187
592,4.544101366,4.610141713,2.394447581,77.33609081,88.37328302
632,4.060188945,6.641153313,1.503121408,82.66079498,68.72259162
470,1.907684461,2.828589356,1.289002006,75.89244357,75.15250974
468,1.993287304,5.272371558,1.654886524,77.09791476,83.17129703
708,2.837262865,14.88549806,1.908787594,76.1724353,71.79936282
763,3.447451451,7.15440378,2.960019561,74.89988915,72.98113124
1045,2.749453277,6.422872779,1.437082406,77.2045225,70.87909159
575,4.079609507,6.072607002,2.519119267,76.21941969,80.82346506
1527,4.783457642,7.089201542,1.634887851,77.46056471,79.86920944
1191,5.482784687,4.512002009,2.948047155,76.63826756,71.37304545
438,3.1564516,6.957038715,1.465370737,78.35501984,69.36337531
973,2.867681164,5.455371523,2.499556551,79.43795341,83.82105822
666,4.792073624,6.986620667,2.054243503,75.76172452,68.716157
400,4.950955869,4.117546704,2.089593504,78.59436716,83.78615818
1214,3.075420417,5.271296704,1.069946613,77.47556363,89.65303469
761,3.932492771,8.827248324,2.462795836,76.30834757,78.38987671
1040,4.716950611,4.348322795,1.841095736,75.98572142,84.53873223
594,2.053439268,3.706958623,1.824768514,76.82088245,74.13004931
634,3.505142465,7.167420637,2.440673431,78.11832967,80.72046311
915,4.397695058,5.189004631,2.269968472,77.23915076,85.06969864
534,5.922045388,18.04468571,5.946436035,77.29279073,74.73437228
801,4.165308131,2.003887133,3.282646158,77.50001132,81.79433362
566,3.694183966,6.398189859,3.260986351,77.88759469,85.12973118
741,2.447424608,6.090254632,2.395302331,74.00512258,74.62781131
472,2.416655383,8.300200752,1.400336304,77.3567513,73.84866583
748,4.474578449,3.96255438,1.999295345,77.60220265,66.49411005
840,2.754944469,4.341184138,3.283377231,74.2283077,72.85575484
1111,3.037217164,2.252347895,1.259844658,75.29844215,78.91831301
966,5.464976404,6.05794948,1.512875676,76.91024153,82.03340222
907,1.105564518,10.13289483,1.534424936,74.88737418,72.93676893
952,2.86264709,11.34616611,1.742063027,74.01578423,70.43092523
996,2.320443428,3.176749906,3.64112366,82.99857653,77.66912601
591,2.741934938,5.502254073,3.725088941,75.10319154,69.27599168
525,3.916324738,12.6668613,2.891112943,75.45489435,76.92486219
643,2.70299625,4.647304545,1.13984178,76.44634702,83.57750705
1012,3.198034348,2.169527972,3.043821554,75.99711944,79.63987179
639,4.75231534,13.47851352,1.652366209,75.54579226,80.89647529
929,4.542158276,5.247393512,1.309703408,77.03778037,78.54736634
565,3.317115054,6.244296359,2.060015112,82.31217437,68.12675716
483,2.170018205,5.710811204,2.251067417,78.21619313,82.57104873
757,4.353885928,8.399036535,1.483134218,74.84560205,78.2835742
517,2.912987186,7.71037269,1.342708226,76.98414779,77.21383741
377,5.333344877,5.270464398,0.308520775,77.56648295,78.87903739
1094,0.3403996,2.162893677,1.627315562,83.49583998,79.50010506
1517,3.833833889,12.3224618,1.240194825,78.80204785,82.58776034
843,2.364320179,6.175807785,4.723807519,81.8691948,82.9842842
580,3.886541395,4.837389414,1.856364748,88.28845396,80.77897846
832,3.093388526,11.6300182,4.81840916,77.15381722,76.6537226
618,3.967138997,5.503652732,2.469425862,82.13128636,85.8346765
1214,0.831161298,14.55441991,2.119843855,77.71559643,81.99883098
594,4.729445742,2.437721166,1.33544428,75.55525951,74.19315777
348,2.29528494,14.20575915,2.926311152,76.65707907,73.40836881
625,2.084791985,6.201095861,3.192150479,76.31840951,77.4245155
541,2.201126885,3.40253059,2.401512721,80.25696799,74.35490596
662,2.764020025,9.657172672,3.466439323,73.16938437,76.18183179
457,3.884111851,5.937510008,2.135059807,76.59335172,88.16318819
969,2.576438707,8.163974432,2.085179277,83.93795727,81.03796013
688,3.109486756,5.098717365,2.635666538,77.48110996,76.48901745
736,4.054203271,6.057553975,1.631386192,76.02173558,75.68417022
806,3.860323506,5.066059065,1.739324858,80.76462161,67.32032962
769,3.180792611,11.3431475,2.447750876,75.01150345,81.45455613
449,2.549285704,4.350933155,3.233813178,77.40213272,80.48428177
711,5.229651318,3.942832794,2.775663374,81.33485743,86.20922848
672,2.341995799,3.092599511,1.787089985,74.96112189,93.24813534
487,3.430620299,6.545120572,2.902784109,75.51315752,73.05865308
1348,5.530937937,3.619917196,1.241993341,75.01754864,76.59710683
416,2.666114657,8.402077864,3.260883339,85.37703179,91.50299566
1107,4.062214167,10.28941586,2.323749525,84.6903129,82.56866127
901,3.647157125,7.247534626,2.265176674,76.34927047,82.09461783
1547,5.295897858,4.484989816,1.191805561,75.76470593,83.74958188
1280,2.983731999,7.221169887,3.227294347,77.25404267,77.46043378
84,3.830491098,4.907142035,1.061623857,75.62668222,77.40797796
627,3.582603861,6.25724925,2.090339234,77.5524457,92.29007669
749,2.501936298,6.059382117,2.913547518,81.35115288,85.47677947
825,2.991035426,16.34256628,2.814650403,76.41159983,77.31186344
874,2.179793705,5.19317456,1.353576446,76.56114228,72.3716925
350,2.621163247,7.159934114,5.625829499,75.27911634,70.46150653
989,2.787772388,7.830286302,3.7068095,76.91907636,75.23821485
1151,3.924666167,6.905589273,1.706856606,78.38590467,77.84217884
673,2.143765933,18.82593571,1.744879009,74.46916307,87.09458733
670,3.582637961,7.936887827,1.753894646,76.84773419,75.65928207
754,4.462386854,4.851295397,3.108629075,75.87919856,77.0934344
892,2.731918237,10.72101474,2.452784834,76.43560548,80.65117182
808,4.682864253,5.11326734,3.031892914,78.30227801,87.89029349
770,4.517441223,5.790097159,4.066786723,76.10058769,70.45593318
1455,2.798721368,6.804132015,1.832746603,76.53825447,84.45739832
1163,2.540058127,5.846760063,5.240944834,75.6498679,80.35738803
816,2.09186483,5.492528314,4.013719385,86.94474401,74.04399548
702,2.23939821,14.66554955,2.855823512,77.46089027,77.485962
689,4.454949151,5.884481117,1.747699882,73.6321157,74.13603562
638,1.940204885,1.725983559,2.558749129,76.64167976,69.90564495
1068,2.355818579,5.147027937,3.865418591,73.48386263,78.52466967
913,3.894892263,6.857457298,1.94342011,78.17455995,71.86277484
631,2.670720739,6.217904515,2.189729485,77.78523104,71.54636788
603,2.389305272,3.936474153,1.569414623,76.44631932,76.0343309
502,2.222243247,6.937281133,2.185615676,77.6231141,72.83827172
765,4.64910176,5.925780626,3.234033133,75.8652707,77.35225588
541,2.642585505,4.481334179,1.873093758,85.24601015,83.82104138
586,2.149794893,6.678847307,2.932461983,74.94187227,68.48579883
661,1.920490164,5.937084873,1.303615863,76.30157782,85.30082663
767,4.520450476,4.593819523,2.720206477,78.358162,81.52617695
746,2.749226148,6.169941605,1.038764269,77.49528187,71.34922029
844,1.05793588,3.259096332,1.692391547,83.33732974,69.49068187
435,2.014931433,7.186192509,1.888994038,75.86372387,85.00130187
1030,4.024008669,15.85783974,2.001810224,73.68625057,72.25153315
539,3.584231313,5.898480079,2.562341841,76.6934673,71.76442576
666,3.757700772,7.838767195,2.775466889,75.86384691,79.58938243
849,4.295417584,4.552237681,2.286317561,84.35006519,72.0784778
637,2.106891918,7.95537625,1.710379528,82.8916108,74.93113496
654,4.626674252,8.814263177,2.680565037,83.5402672,76.4862333
923,4.276761954,5.98310379,2.280236138,81.88810779,76.67537633
692,4.353385011,4.605284966,2.559778755,77.13349695,67.22273745
710,4.33856693,5.455502338,1.665819741,77.18979778,83.97855471
434,2.941586162,4.513430967,1.578581901,75.4019915,80.81413702
874,4.529201322,8.707161728,2.102857085,76.94416183,79.16063579
1170,1.769214471,4.122819139,3.067950397,77.83678168,84.43820162
704,4.726887297,8.06300596,1.542422251,74.11413484,73.08409644
894,2.384690873,11.95394705,2.540716695,78.13017832,76.66415109
824,2.356740806,4.7228697,2.652284306,76.26834874,89.97589927
869,2.51062657,10.88753759,3.398556064,75.90749608,81.4505711
673,4.506046083,9.184260764,1.27202908,76.30438042,84.41551547
385,2.303946448,5.597797716,2.922222679,73.65723013,72.44794178
941,2.391208371,8.355949286,2.031717635,85.07189268,80.13764512
540,3.878581583,7.175384283,1.512568222,74.60066316,74.42623108
700,2.427542143,6.125862321,2.881664377,76.16984422,73.30242084
753,2.532669076,6.100375449,3.071797174,76.80022101,78.2359501
755,3.140999683,7.618066016,2.010754413,75.80305651,81.38496521
604,4.617416478,13.27443848,3.580290969,76.47689809,74.23567016
921,5.386983674,7.957503122,1.569468096,77.3467627,66.95619771
868,3.856046407,5.612169237,1.333068734,83.47595568,86.04144741
505,3.83936007,15.54345806,2.303014812,78.51112558,78.10053285
901,2.691697349,7.235897474,2.965274191,75.75115109,81.46787355
582,2.738958296,6.138394169,1.129192018,74.15332239,73.00188554
631,3.78824332,14.02582617,2.763309498,75.99314753,71.14441994
986,2.18011517,5.371551262,2.788925388,77.08229976,83.88973329
519,3.87785219,8.280679333,2.263696886,80.72269571,79.81402776
867,4.068141717,7.335128012,3.402597609,88.16930175,85.64820484
1111,2.575110938,4.669751147,1.377955776,74.98533477,87.59036699
1245,3.54480432,5.579479515,1.311351653,80.25819689,85.47459737
562,4.787508121,7.600420707,1.577525064,83.3492425,85.08095025
548,2.400381098,10.26166551,1.385462662,83.69476863,81.36264013
970,2.444293883,3.393820484,1.976380541,77.71385193,75.85218022
959,1.372415793,8.884082578,2.820706825,77.29882433,71.78439789
563,2.951490743,5.945932057,1.225631667,76.8107505,81.06369821
917,2.418912854,2.945859649,1.764418375,75.78001557,79.60125461
631,0.908081161,6.190282917,2.178132295,75.84494004,71.72635162
754,3.331464377,7.071097027,4.732130775,75.19487069,71.67826532
549,3.256887003,5.422198903,2.084283866,77.93453313,87.29023456
889,4.439475864,6.919499616,1.747961553,84.69768684,82.8489192
430,3.097193639,6.542761165,3.173457244,76.07978391,81.27256017
902,1.850996749,4.514291022,2.342351457,73.89413456,81.936728
487,4.080767517,6.563899292,3.14036914,77.53683586,84.88374599
1172,4.56953825,6.162248304,3.303369377,73.84495353,81.9630722
873,4.294283268,15.77631317,2.157724277,75.36186586,69.31719392
722,3.56475197,6.563017472,1.809945183,76.70006515,71.70070121
562,2.825277759,6.048096944,1.689179786,77.26119869,76.62288601
782,2.438570619,9.559822233,2.549857289,78.39245529,75.07317248
1404,5.401129859,12.09446627,1.478954485,74.99285243,81.4746813
910,3.924831981,3.956644208,2.489387612,74.88088757,84.51589066
1227,2.52114315,7.418856601,2.642720219,74.98863917,70.77314418
1184,2.372619137,6.617618572,1.496243819,77.28210117,79.15375025
484,3.807249953,7.708114096,2.56784097,76.41972968,71.83194329
630,2.950962176,10.00604224,2.018028514,82.79740969,68.66350059
937,2.770988893,0.512340653,0.855415354,76.15542648,75.14099778
774,4.846792995,8.881653372,1.614410394,76.9862917,77.0590012
697,4.887764013,7.591965711,2.808834596,78.31201089,81.57554591
794,3.541357904,13.30933206,2.083485172,76.01834567,81.24561196
474,2.524340529,12.56468015,1.74776261,83.0954991,78.02154158
491,2.933948177,12.21217727,2.836201739,81.81957006,77.61064054
637,4.03379473,7.364556795,2.95493907,77.94438481,76.26831093
1015,3.789553308,14.99540872,2.217719964,76.61483624,75.11072284
1202,2.705237843,6.654447136,0.090247272,78.01472384,72.03724807
898,4.16151375,10.893594,1.581907802,77.07770711,84.95810606
1031,2.05374733,7.937033858,2.689490369,78.43244542,82.26671623
867,3.078749338,6.485742545,1.721776975,78.39497207,83.14948143
884,3.016877258,1.994651941,2.92248059,77.98272354,78.40963479
1175,3.094842013,9.641655488,1.37864413,88.00523222,75.36739856
912,4.861069342,6.014627929,1.961566621,76.60881324,76.2367797
640,2.388107493,3.358314423,1.82702708,74.59097826,73.5467177
647,2.525462614,6.500879167,0.985050256,77.38444221,83.90503488
661,2.602118003,3.960940643,1.168168014,76.77394793,79.06483979
582,1.950661668,3.359694174,1.350213681,76.63717565,86.27528156
510,2.854444557,7.913152472,1.295529339,76.05230452,65.67276863
1069,3.19307457,6.16624304,1.343401189,78.22377112,75.72121448
554,2.50005777,4.154523737,2.264125354,80.73033261,74.37765775
555,3.683369644,1.794796593,1.467655199,81.91948592,84.38146774
468,2.793138675,8.075088438,3.007961727,74.99993311,88.08550307
954,4.622348826,3.621802575,1.038390465,77.65673625,80.95067863
923,2.366276599,9.08098646,2.81202169,84.46079058,84.3342545
747,2.559534122,2.999459242,2.034953724,77.78439069,74.8977179
1059,1.233211584,13.46346531,1.216273909,77.07241114,88.46824085
935,4.679117137,6.649321256,2.839096476,75.47779904,85.81398224
1056,2.519044041,4.836009004,2.303836047,75.93878771,87.70333424
712,4.932196365,5.228659996,2.259828227,78.11840474,73.56982579
570,4.203548302,5.497712501,2.057960193,81.45435605,82.18337922
758,3.635972587,8.612593784,4.991061475,74.05083088,71.84318481
538,2.508734845,4.785244857,1.44731988,77.01357197,85.20158766
393,3.047444407,6.793919928,1.771628456,77.75201883,75.10742726
704,4.825239614,4.494031097,2.208456499,84.95431313,89.1669266
1168,1.890517436,3.894231096,1.842436594,78.15795681,87.18967365
841,2.207064809,5.855750927,2.811959392,77.40011656,80.71319302
752,4.55978403,5.313841822,2.309337993,76.07011563,90.11274555
647,4.508660721,5.878317724,4.672294501,77.42443007,85.76651819
1164,4.262674584,2.352956391,1.750266338,76.83401094,91.88916509
633,2.486120136,8.397869748,4.448082464,75.01671943,75.673037
964,4.218902271,4.989088707,3.577468311,78.51466456,83.62549599
684,5.237174013,16.80582765,1.057859678,77.15578035,72.27290858
929,2.177836254,3.336818764,1.660504435,77.20544448,79.51365902
916,2.234144972,6.417599979,2.657822081,80.9058074,78.61781405
1521,4.184503225,6.73725678,2.019259385,77.6763855,76.17671097
1211,4.439648235,7.875896411,2.348916309,81.64421524,87.01657061
656,3.001340265,5.105646317,1.614635996,75.63930854,86.25978976
821,2.928228438,9.526022586,2.822655272,76.74972928,77.27587095
662,3.112967337,4.042031547,2.884084279,76.78971869,85.35202419
621,3.157718708,8.96486265,1.533397305,76.02556116,77.15480599
382,3.156862298,6.426385664,1.170382952,75.05848385,78.13973697
699,2.769152018,5.913010437,2.89849321,82.05055106,74.9694846
540,2.753291729,6.607713134,1.560323931,77.43637739,83.64457571
1221,1.219116699,6.713032729,2.683287242,81.42921433,85.93512912
547,3.757019139,5.929484196,2.289886895,83.65994978,90.20099102
1011,3.083933899,5.811712079,3.175698102,74.2542794,77.6189077
425,3.740035352,5.195324281,1.506825732,81.06028656,83.75965071
971,2.624801054,7.347137334,2.515267862,75.25058456,77.40224414
587,4.607093361,6.05395501,2.125905923,77.39730925,86.0217418
590,2.456423612,6.183544437,2.501558643,73.60650924,83.77539753
868,4.322223595,5.916991591,2.119995716,76.03111166,73.45913545
816,2.436999013,6.038875345,3.142481314,83.05158074,77.48899247
691,4.385138496,4.725318952,2.560566277,77.11380814,76.61743077
1476,3.141082653,9.462746059,3.195170301,75.76274011,78.5376477
883,3.271646521,0.012639849,0.511699536,78.90067605,82.03925667
1101,2.70897598,5.858343004,1.690492993,76.49197691,84.8007114
886,2.592828206,3.931142031,2.18927295,78.36829133,70.23796957
480,4.188631419,5.825464461,1.368934175,75.65625914,64.94495145
610,2.405558971,16.37338045,2.586309324,76.39108991,74.79251506
578,2.599268356,6.076600728,2.508928254,74.59076847,69.52496582
595,0.467567579,5.121254944,4.130334108,74.41943614,71.92179966
1358,3.554528578,13.21709593,2.712281642,81.55117076,90.50281009
620,2.224537318,5.18618336,1.987345722,77.98416234,76.65122236
918,3.733039007,13.91588553,1.397642226,86.29150135,89.15843164
899,4.137356131,7.294251522,4.214180244,76.65863741,85.25917215
607,2.689848205,5.103257521,2.219868033,76.52744256,73.37575635
549,3.194731073,7.217278142,2.39668732,80.45508769,70.10514577
823,2.699194449,6.357304208,1.237760352,75.65447456,76.2613312
526,3.973807029,9.999406461,2.58995986,80.12247692,75.68423503
751,3.308224014,8.015375194,1.999602105,75.32844629,74.49373739
977,2.96012712,6.713015302,2.424567788,77.80767377,71.4892289
1322,3.090489299,4.920801774,1.629006624,76.08519451,91.10629563
472,4.369731375,8.283741938,3.484781065,76.5220111,66.0597898
1259,2.697584135,9.368445074,1.379713142,86.45423779,78.20388086
558,4.285547076,6.46878836,3.028937188,78.57936217,81.27733326
600,3.107037932,2.244979265,1.759782044,75.22160404,75.525092
675,3.427437985,5.75603778,3.392343644,74.75095337,75.85563992
723,4.184354699,6.977155048,1.586604415,80.56821868,72.38168446
938,5.448879057,10.42362304,2.606004742,77.25925832,83.22666128
1329,2.065754938,7.507762625,0.499955179,78.19860617,84.82407422
668,3.26665754,5.743303625,1.459778927,75.79223805,77.16191449
612,4.124937225,5.37097166,2.311121532,77.63064753,89.00848494
706,3.621095559,6.412525115,1.778912034,76.30135653,76.94354858
711,2.079316567,4.508367666,1.412825967,76.7608105,91.73736341
930,4.039025106,7.941887952,2.71623282,81.6593846,68.63921309
957,2.847816329,5.98828533,1.342867671,76.59803338,84.65862057
707,2.052993775,4.940157128,1.396389701,77.44489584,83.65448098
801,3.279092248,5.799760938,1.87531851,83.61071957,72.97586426
1465,2.844828088,5.388576055,2.478600453,80.91913234,74.98961692
1177,4.570124682,14.18801708,1.616497653,76.05774736,69.87673347
619,3.78363758,6.541624455,1.471292936,87.32935923,74.40601318
430,2.807493115,4.429652329,3.405870218,75.20734255,83.2721859
586,2.432380714,8.080461966,2.078860943,79.90709778,74.44485602
451,2.607890142,10.48333267,4.594584407,78.36468442,77.337311
418,4.594212906,4.981603328,2.77843139,76.52151811,79.04714146
467,3.854109997,8.282645265,1.341026297,74.58098615,76.26611312
750,2.49585187,2.854472224,1.294612189,76.24373207,78.26879822
932,4.616114486,4.902440772,1.729715988,79.36593807,83.03110915
742,2.346219071,10.91891434,1.680981243,76.17828337,81.20820847
880,2.791751417,1.704226996,2.408042065,75.72924615,74.30019314
383,2.307080884,12.14488152,2.800658469,85.63443008,80.67985844
863,3.341970048,0.847990688,2.657388288,76.58803204,69.45932122
920,4.757837348,6.973224607,1.561275602,83.91556039,77.25943497
797,4.315816438,5.94080494,1.102620963,75.68142655,85.78668447
453,4.159076126,5.013127255,2.802349441,77.47402985,64.64215158
696,2.137764088,3.449306954,2.735010944,75.77640315,81.51113052
1097,5.255463691,3.807554485,2.82491635,77.34227909,82.86250328
657,4.067243206,7.178070054,2.758773333,75.03007157,82.86434647
507,2.760925333,4.66039822,2.381595691,82.16649139,78.06835939
935,3.819247589,5.480947786,3.19790943,76.02807204,75.19104566
1500,2.27710795,3.806610736,2.432490095,77.92989806,75.63777899
835,2.853709868,12.16361837,1.698597492,78.31504925,71.2861382
1156,2.093973012,8.863949036,3.505857031,77.46181023,70.92317673
948,3.592772248,4.4850678,0.891001501,78.27316724,72.14517614
492,3.576415331,4.898988178,6.616029616,74.84682195,79.87235416
561,5.362609971,4.111707694,2.106778431,76.64844635,85.66130301
691,4.19682616,5.681365047,0.413226196,76.10441351,79.69139668
651,2.157944201,6.059127448,2.291803437,76.95914216,82.26715949
